DISTRICT NUMBER,DISTRICT NAME,YEAR,ALL FUNDS-LOCAL TAX REVENUE FROM M&O,ALL FUNDS-STATE REVENUE,ALL FUNDS-OTHER LOCAL & INTERMEDIATE REVENUE,ALL FUNDS-LOCAL PROPERTY TAXES FROM I&S,ALL FUNDS-STATE DEBT FUNDS,ALL FUNDS-OTHER RECEIPTS,ALL FUNDS-DEBT SERVICE FINANCING RELATED REVENUE,Revenue Sum,Revenue Sum w/ Debt,REPORT_CHARTER_STATUS,2018-2019 ADA,REGION,COUNTY,Asian,Black or African American,Hispanic/Latino,Two or more races,White,American Indian or Alaska Nat,Native Hawaiian/Other Pacific,Total Ethnicity,District 2019 Overall Rating,District 2019 Overall Scaled Score,Student Achievement Rating,Student Achievement Scaled Score,School Progress Resolved Rating,School Progress Resolved Scaled Score,Closing the Gaps Rating,Closing the Gaps Scaled Score,Rated Under AEA Procedures,Charter Operator,New Charter Operator,Residential Treatment Facility,Single District Campus - PEIMS,# Enrolled in Grades 3-12,% Enrolled in Grades 3-12,All Students Count,# Economically Disadvantaged,% Economically Disadvantaged,# LEP Students,% LEP Students,# Special Education,% Special Education,# Enrolled in Early College High School,% Enrolled in Early College High School,# Pathways in Technology ECHS,% Pathways in Technology ECHS,# Enrolled in a T-Stem Academy,% Enrolled in a T-Stem Academy,Total AEA Bonus Points Received,AEA Bonus Graduation or Dropout Rate Used,AEA Bonus GRAD/CCMR Points Received,AEA Bonus STAAR Percentage,AEA Bonus STAAR Points Received,Any Change due to Appeal,Number of Consecutive Years Improvement Required (IR),County Name,County #,Postsecondary Readiness Distinction,"Final Rating Update Status: 1 = Appeal granted, 2 = Rating update to 'Q' - Not Rated due to Data Integrity issue",STAAR Component Raw Score,STAAR Component Scaled Score,CCMR Component Raw Score,CCMR Component Scaled Score,Graduation Rate Component Raw Score,Graduation Rate Component Scaled Score,Academic Growth Raw Score
071804,EL PASO ACADEMY,2019,0,3020944,97428,0,0,0,0,3118372,3118372,Open Enrollment Charter,286.024,19,EL PASO COUNTY,1,2,342,2,17,0,0,364,C,76,B,86,A,90,F,30,Y,Y,N,N,N,363,100,363,243,66.9,26,7.2,28,7.7,0,0,0,0,0,0,4,42,1,54,3,NA,.,EL PASO,'071,NA,NA,37,87,16,87,86.6,80,69
071806,HARMONY SCIENCE ACAD (EL PASO),2019,0,33109727,1235014,0,0,108891,0,34453632,34453632,Open Enrollment Charter,"3,354.841",19,EL PASO COUNTY,25,166,2672,41,655,5,1,3565,A,92,A,92,A,93,B,88,N,Y,N,N,N,2697,75.7,3565,2543,71.3,815,22.9,354,9.9,0,0,0,0,1429,40.1,.,.,.,.,.,NA,.,EL PASO,'071,0,NA,52,83,87,97,100,100,73
071807,LA FE PREPARATORY SCHOOL,2019,0,2160406,155423,0,0,0,0,2315829,2315829,Open Enrollment Charter,205.818,19,EL PASO COUNTY,0,0,232,0,3,0,0,235,F,52,F,56,F,59,F,37,N,Y,NA,N,Y,.,.,235,227,96.6,190,80.9,10,4.3,0,0,.,.,.,.,.,.,.,.,.,NA,1,EL PASO,'071,NA,NA,31,56,.,.,.,.,46
071809,VISTA DEL FUTURO CHARTER SCHOOL,2019,0,3032595,249339,0,0,0,0,3281934,3281934,Open Enrollment Charter,318.131,19,EL PASO COUNTY,5,10,330,4,16,3,0,368,A,91,A,91,A,91,A,92,N,Y,NA,N,Y,.,.,366,222,60.7,100,27.3,16,4.4,0,0,.,.,.,.,.,.,.,.,.,NA,.,EL PASO,'071,NA,NA,63,91,.,.,.,.,77
071810,EL PASO LEADERSHIP ACADEMY,2019,0,2062040,55941,0,0,135879,0,2253860,2253860,Open Enrollment Charter,197.155,19,EL PASO COUNTY,0,1,204,0,1,1,0,207,B,88,C,77,B,89,B,85,N,Y,NA,N,Y,.,.,207,191,92.3,88,42.5,19,9.2,0,0,.,.,.,.,.,.,.,.,.,NA,.,EL PASO,'071,NA,NA,46,77,.,.,.,.,74
071901,CLINT ISD,2019,15823925,91173220,2295092,3559992,9815353,415634,0,123083216,123083216,Traditional ISD/CSD,"10,536.060",19,EL PASO COUNTY,13,42,10815,68,407,38,5,11388,B,88,B,85,A,91,B,80,N,N,N,N,N,8564,75.5,11346,9824,86.6,4183,36.9,966,8.5,297,2.6,0,0,188,1.7,.,.,.,.,.,NA,.,EL PASO,'071,0,NA,44,75,71,93,96.6,90,69
071902,EL PASO ISD,2019,189992618,300060565,10273396,23634983,5124112,14563316,1311267,543648990,544960257,Traditional ISD/CSD,"51,960.255",19,EL PASO COUNTY,698,1957,47985,950,5400,114,211,57315,B,88,B,81,B,89,B,84,N,N,N,N,N,42625,74.5,57178,42659,74.6,17348,30.3,6287,11,846,1.5,0,0,759,1.3,.,.,.,.,.,NA,.,EL PASO,'071,0,NA,48,80,62,91,88.1,65,70
071903,FABENS ISD,2019,2271699,19449937,194522,342136,1665396,8458,0,23932148,23932148,Traditional ISD/CSD,"2,089.012",19,EL PASO COUNTY,0,0,2221,1,17,0,0,2239,B,88,B,82,A,92,B,80,N,N,N,N,N,1713,76.599999999999994,2235,2016,90.2,1052,47.1,276,12.3,263,11.8,0,0,90,4,.,.,.,.,.,NA,.,EL PASO,'071,0,NA,47,79,73,93,89,65,66
071904,SAN ELIZARIO ISD,2019,2543383,30992065,630182,279137,1368695,10745,0,35824207,35824207,Traditional ISD/CSD,"3,295.053",19,EL PASO COUNTY,0,2,3649,0,16,1,0,3668,B,89,B,80,A,91,B,83,N,N,N,N,N,2640,72.099999999999994,3663,3376,92.2,1952,53.3,406,11.1,0,0,0,0,0,0,.,.,.,.,.,NA,.,EL PASO,'071,0,NA,44,75,73,93,90.4,65,69
071905,YSLETA ISD,2019,79913290,275195889,7329499,20113610,18605556,430500,1901836,401588344,403490180,Traditional ISD/CSD,"37,745.439",19,EL PASO COUNTY,117,577,38881,88,1284,63,54,41064,B,89,B,84,A,91,B,87,N,N,N,N,N,30807,75.099999999999994,41036,32773,79.9,11131,27.1,5162,12.6,710,1.7,0,0,1135,2.8,.,.,.,.,.,NA,.,EL PASO,'071,0,NA,53,84,61,90,92.5,70,70
071906,ANTHONY ISD,2019,2054288,6108911,153333,342469,149084,0,0,8808085,8808085,Traditional ISD/CSD,764.694,19,EL PASO COUNTY,0,2,817,3,21,0,0,843,B,88,B,88,A,91,B,80,N,N,N,N,N,605,71.900000000000006,841,841,100,212,25.2,88,10.5,0,0,0,0,0,0,.,.,.,.,.,NA,.,EL PASO,'071,0,NA,47,79,65,91,100,100,78
071907,CANUTILLO ISD,2019,26504970,31341491,1185854,8239639,391122,186661,0,67849737,67849737,Traditional ISD/CSD,"5,776.434",19,EL PASO COUNTY,26,57,5836,28,289,9,1,6246,A,91,B,86,A,91,A,92,N,N,N,N,N,4607,74,6223,4101,65.9,1941,31.2,593,9.5,371,6,0,0,766,12.3,.,.,.,.,.,NA,.,EL PASO,'071,0,NA,51,82,69,92,94.9,80,68
071908,TORNILLO ISD,2019,817179,9681267,402537,237002,930026,0,0,12068011,12068011,Traditional ISD/CSD,954.274,19,EL PASO COUNTY,0,0,1022,0,2,1,0,1025,B,85,B,81,B,89,C,74,N,N,N,N,N,773,75.7,1021,958,93.8,602,59,69,6.8,0,0,0,0,0,0,.,.,.,.,.,NA,.,EL PASO,'071,0,NA,36,62,78,95,96.2,90,64
071909,SOCORRO ISD,2019,99968693,260481027,6957063,41723648,20253644,957960,1240406,430342035,431582441,Traditional ISD/CSD,"43,248.460",19,EL PASO COUNTY,263,1063,43184,361,1762,75,106,46814,A,90,B,87,A,91,B,89,N,N,N,N,N,35788,76.8,46618,34428,73.9,10960,23.5,4811,10.3,1429,3.1,0,0,301,0.6,.,.,.,.,.,NA,.,EL PASO,'071,1,NA,54,85,62,91,95.6,85,71
072801,PREMIER HIGH SCHOOLS,2019,0,46852391,561204,0,0,0,0,47413595,47413595,Open Enrollment Charter,"4,327.599",11,ERATH COUNTY,38,563,2834,146,1911,23,8,5523,B,87,B,89,C,73,D,62,Y,Y,N,N,N,5509,100,5509,3203,58.1,963,17.5,763,13.9,0,0,0,0,0,0,6,83,4,49,2,NA,.,ERATH,'072,NA,NA,39,89,27,91,93,85,53
072802,ERATH EXCELS ACADEMY INC,2019,0,1094209,24107,0,0,9337,0,1127653,1127653,Open Enrollment Charter,109.013,11,ERATH COUNTY,2,4,59,1,56,1,0,123,C,72,B,88,C,71,F,30,Y,Y,N,N,N,122,100,122,122,100,7,5.7,13,10.7,0,0,0,0,0,0,1,39,0,44,1,NA,.,ERATH,'072,NA,NA,29,80,23,91,100,100,50
072901,THREE WAY ISD,2019,551830,1032338,55024,0,0,0,0,1639192,1639192,Traditional ISD/CSD,144.474,11,ERATH COUNTY,0,0,82,3,78,0,0,163,C,73,C,70,C,78,D,61,N,N,NA,N,Y,.,.,162,124,76.5,24,14.8,4,2.5,0,0,.,.,.,.,.,.,.,.,.,NA,.,ERATH,'072,NA,NA,41,70,.,.,.,.,55
072902,DUBLIN ISD,2019,4016946,7248376,974184,566556,64162,24543,521500,12894767,13416267,Traditional ISD/CSD,"1,084.192",11,ERATH COUNTY,6,7,705,18,470,3,0,1209,A,93,A,92,A,92,A,94,N,N,N,N,N,857,71.099999999999994,1206,881,73.1,224,18.6,87,7.2,0,0,0,0,0,0,.,.,.,.,.,NA,.,ERATH,'072,0,NA,56,87,73,93,100,100,68
072903,STEPHENVILLE ISD,2019,18723438,10225027,1738769,5047554,41657,511052,0,36287497,36287497,Traditional ISD/CSD,"3,466.287",11,ERATH COUNTY,52,45,1258,92,2235,15,0,3697,A,90,A,91,A,91,B,89,N,N,N,N,N,2748,74.599999999999994,3682,1693,46,398,10.8,323,8.8,0,0,0,0,0,0,.,.,.,.,.,NA,.,ERATH,'072,0,NA,54,85,79,95,99.1,95,71
072904,BLUFF DALE ISD,2019,1778290,625399,79312,306971,51,455365,0,3245388,3245388,Traditional ISD/CSD,208.602,11,ERATH COUNTY,0,0,13,1,220,3,0,237,C,73,C,73,D,67,C,72,N,N,NA,N,Y,.,.,237,93,39.2,0,0,11,4.6,0,0,.,.,.,.,.,.,.,.,.,NA,.,ERATH,'072,NA,NA,45,73,.,.,100,100,59
072908,HUCKABAY ISD,2019,1765209,556831,1327078,0,0,171299,0,3820417,3820417,Traditional ISD/CSD,215.820,11,ERATH COUNTY,1,0,41,6,185,3,0,236,A,92,A,93,B,83,B,88,N,N,NA,N,Y,.,.,236,75,31.8,2,0.8,12,5.1,0,0,.,.,.,.,.,.,.,.,.,NA,.,ERATH,'072,NA,NA,59,89,73,93,100,100,69
072909,LINGLEVILLE ISD,2019,929735,2138414,87108,99999,19677,250000,328485,3524933,3853418,Traditional ISD/CSD,257.476,11,ERATH COUNTY,0,1,143,1,134,0,0,279,B,87,B,88,B,85,B,85,N,N,NA,N,Y,.,.,279,142,50.9,56,20.1,23,8.2,0,0,.,.,.,.,.,.,.,.,.,NA,.,ERATH,'072,NA,NA,50,77,72,93,100,100,71
072910,MORGAN MILL ISD,2019,969189,162936,54858,0,0,641,0,1187624,1187624,Traditional ISD/CSD,104.305,11,ERATH COUNTY,0,0,22,2,99,0,0,123,B,81,C,77,B,83,C,77,N,N,NA,N,Y,.,.,123,63,51.2,0,0,8,6.5,.,0,.,.,.,.,.,.,.,.,.,NA,.,ERATH,'072,NA,NA,50,77,.,.,.,.,77
073901,CHILTON ISD,2019,691347,4859386,174980,151214,222361,0,0,6099288,6099288,Traditional ISD/CSD,477.831,12,FALLS COUNTY,1,91,325,12,98,0,1,528,B,87,B,86,A,91,C,77,N,N,NA,N,Y,.,.,528,460,87.1,100,18.9,70,13.3,0,0,.,.,.,.,.,.,.,.,.,NA,.,FALLS,'073,NA,NA,44,72,89,97,97.6,90,62
073903,MARLIN ISD,2019,2965741,6846239,2157246,9524,0,63059,0,12041809,12041809,Traditional ISD/CSD,793.440,12,FALLS COUNTY,4,493,296,15,70,2,0,880,F,56,F,57,D,60,F,47,N,N,N,N,N,607,69,880,877,99.7,136,15.5,95,10.8,0,0,0,0,0,0,.,.,.,.,.,NA,8,FALLS,'073,0,NA,23,50,34,65,84.5,55,56
073904,WESTPHALIA ISD,2019,193334,1532305,146289,0,0,0,0,1871928,1871928,Traditional ISD/CSD,152.511,12,FALLS COUNTY,0,2,16,3,133,1,0,155,B,84,B,88,C,70,C,73,N,N,NA,N,Y,.,.,155,32,20.6,1,0.6,18,11.6,0,0,.,.,.,.,.,.,.,.,.,NA,.,FALLS,'073,NA,NA,58,88,.,.,.,.,69
073905,ROSEBUD-LOTT ISD,2019,2165902,4769678,414201,552746,0,66000,0,7968527,7968527,Traditional ISD/CSD,610.642,12,FALLS COUNTY,1,79,232,33,337,0,0,682,D,68,C,74,D,67,F,53,N,N,N,N,N,490,72.2,679,394,58,29,4.3,92,13.5,0,0,0,0,0,0,.,.,.,.,.,NA,.,FALLS,'073,0,NA,38,67,40,71,98,95,61
074903,BONHAM ISD,2019,7335704,8474264,2371856,2381231,40344,33527,0,20636926,20636926,Traditional ISD/CSD,"1,690.927",10,FANNIN COUNTY,11,135,527,101,1090,21,2,1887,C,71,C,77,C,74,F,57,N,N,N,N,N,1296,68.900000000000006,1882,1282,68.1,264,14,259,13.8,0,0,0,0,0,0,.,.,.,.,.,NA,.,FANNIN,'074,0,NA,41,71,40,71,100,100,66
074904,DODD CITY ISD,2019,682351,2946206,293485,140178,177392,0,0,4239612,4239612,Traditional ISD/CSD,351.113,10,FANNIN COUNTY,2,0,30,11,339,2,0,384,A,91,A,92,B,85,B,89,N,N,NA,N,Y,.,.,383,156,40.7,11,2.9,27,7,0,0,.,.,.,.,.,.,.,.,.,NA,.,FANNIN,'074,NA,NA,59,89,68,92,100,100,73
074905,ECTOR ISD,2019,575160,2404162,88289,64580,109316,0,0,3241507,3241507,Traditional ISD/CSD,245.534,10,FANNIN COUNTY,4,3,21,11,221,0,0,260,B,85,B,86,A,90,C,73,N,N,N,N,N,213,81.900000000000006,260,153,58.8,1,0.4,40,15.4,0,0,0,0,0,0,.,.,.,.,.,NA,.,FANNIN,'074,0,NA,41,71,75,94,100,100,63
074907,HONEY GROVE ISD,2019,1966366,4525865,720917,615110,96871,678375,0,8603504,8603504,Traditional ISD/CSD,598.538,10,FANNIN COUNTY,0,51,138,43,409,5,0,646,B,85,B,87,B,87,B,81,N,N,N,N,N,495,76.7,645,387,60,54,8.4,96,14.9,0,0,0,0,0,0,.,.,.,.,.,NA,.,FANNIN,'074,0,NA,46,78,61,90,100,100,67
074909,LEONARD ISD,2019,2468294,6384452,484595,0,0,5764,0,9343105,9343105,Traditional ISD/CSD,814.637,10,FANNIN COUNTY,0,16,165,55,631,9,2,878,C,79,B,82,C,79,C,71,N,N,N,N,N,668,76.099999999999994,878,502,57.2,51,5.8,84,9.6,0,0,0,0,0,0,.,.,.,.,.,NA,.,FANNIN,'074,0,NA,42,73,54,82,100,100,64
074911,SAVOY ISD,2019,1298034,2357809,183015,314451,39186,28621,0,4221116,4221116,Traditional ISD/CSD,296.994,10,FANNIN COUNTY,4,3,38,17,255,5,0,322,A,93,A,91,A,91,A,96,N,N,N,N,N,238,73.900000000000006,322,173,53.7,5,1.6,38,11.8,0,0,0,0,0,0,.,.,.,.,.,NA,.,FANNIN,'074,0,NA,52,83,74,94,100,100,72
074912,TRENTON ISD,2019,2548275,3949369,245825,549097,48638,0,0,7341204,7341204,Traditional ISD/CSD,567.532,10,FANNIN COUNTY,2,10,123,15,447,3,0,600,B,85,B,87,C,76,B,80,N,N,N,N,N,431,71.8,600,237,39.5,36,6,59,9.8,0,0,0,0,0,0,.,.,.,.,.,NA,.,FANNIN,'074,0,NA,47,79,59,89,100,100,65
074917,SAM RAYBURN ISD,2019,1366497,4104262,308086,192816,100129,6132,0,6077922,6077922,Traditional ISD/CSD,495.781,10,FANNIN COUNTY,1,5,50,17,467,1,0,541,A,91,A,92,A,91,B,89,N,N,N,N,N,399,73.8,541,263,48.6,24,4.4,58,10.7,0,0,0,0,0,0,.,.,.,.,.,NA,.,FANNIN,'074,0,NA,55,86,72,93,100,100,70
075901,FLATONIA ISD,2019,5123652,1559182,415982,636501,6756,339537,215098,8081610,8296708,Traditional ISD/CSD,553.432,13,FAYETTE COUNTY,1,26,332,7,237,0,0,603,A,90,B,85,A,93,B,82,N,N,N,N,N,452,75.3,600,341,56.8,32,5.3,64,10.7,0,0,0,0,0,0,.,.,.,.,.,NA,.,FAYETTE,'075,0,NA,63,91,41,71,100,100,82
075902,LA GRANGE ISD,2019,12048176,4768518,2161004,2749056,0,147013,0,21873767,21873767,Traditional ISD/CSD,"1,810.545",13,FAYETTE COUNTY,6,175,730,48,949,7,0,1915,B,89,B,87,A,90,B,85,N,N,N,N,N,1449,76,1907,1062,55.7,256,13.4,170,8.9,0,0,0,0,0,0,.,.,.,.,.,NA,.,FAYETTE,'075,0,NA,50,82,67,92,95.9,85,68
075903,SCHULENBURG ISD,2019,5183090,2132120,515842,1025785,12468,569192,0,9438497,9438497,Traditional ISD/CSD,671.489,13,FAYETTE COUNTY,5,109,306,22,287,3,0,732,B,83,B,86,B,88,C,72,N,N,N,N,N,554,76.3,726,423,58.3,73,10.1,107,14.7,0,0,0,0,0,0,.,.,.,.,.,NA,.,FAYETTE,'075,0,NA,43,74,67,92,100,100,67
075906,FAYETTEVILLE ISD,2019,2183176,418260,281868,612223,0,6952,0,3502479,3502479,Traditional ISD/CSD,232.592,13,FAYETTE COUNTY,1,6,41,3,200,0,0,251,B,81,B,82,C,73,C,77,N,N,NA,N,Y,.,.,251,78,31.1,13,5.2,14,5.6,0,0,.,.,.,.,.,.,.,.,.,NA,.,FAYETTE,'075,NA,NA,57,86,39,70,100,100,65
075908,ROUND TOP-CARMINE ISD,2019,3188596,308687,219740,274660,0,61750,0,4053433,4053433,Traditional ISD/CSD,251.431,13,FAYETTE COUNTY,0,11,68,9,178,1,0,267,A,95,A,94,A,93,A,96,N,N,N,N,N,197,73.8,267,110,41.2,31,11.6,25,9.4,0,0,0,0,0,0,.,.,.,.,.,NA,.,FAYETTE,'075,1,NA,57,87,92,98,100,100,67
076903,ROBY CISD,2019,1441925,1939830,120498,0,0,30388,0,3532641,3532641,Traditional ISD/CSD,265.564,14,FISHER COUNTY,0,6,83,4,204,0,0,297,B,88,A,90,B,89,B,83,N,N,N,N,N,194,65.5,296,132,44.6,15,5.1,25,8.4,0,0,0,0,0,0,.,.,.,.,.,NA,.,FISHER,'076,0,NA,47,79,80,95,100,100,68
076904,ROTAN ISD,2019,1591255,1766514,327543,403,0,22688,0,3708403,3708403,Traditional ISD/CSD,233.292,14,FISHER COUNTY,0,12,124,8,112,1,0,257,A,93,A,90,A,92,A,96,N,N,N,N,N,185,72.5,255,171,67.1,7,2.7,25,9.8,0,0,0,0,0,0,.,.,.,.,.,NA,.,FISHER,'076,0,NA,48,80,77,94,100,100,71
077901,FLOYDADA ISD,2019,3624481,4931121,1354183,3371692,0,430143,211683,13711620,13923303,Traditional ISD/CSD,679.791,17,FLOYD COUNTY,0,27,599,7,105,0,0,738,B,89,B,88,A,94,B,80,N,N,N,N,N,531,72,738,596,80.8,65,8.8,66,8.9,0,0,0,0,0,0,.,.,.,.,.,NA,.,FLOYD,'077,1,NA,41,71,100,100,100,100,73
077902,LOCKNEY ISD,2019,1445029,3619820,668371,726463,0,40000,40000,6499683,6539683,Traditional ISD/CSD,415.163,17,FLOYD COUNTY,1,6,347,3,92,0,1,450,B,85,B,81,A,91,C,71,N,N,N,N,N,337,74.900000000000006,450,359,79.8,22,4.9,47,10.4,0,0,0,0,0,0,.,.,.,.,.,NA,.,FLOYD,'077,0,NA,38,67,82,96,94.6,80,72
078901,CROWELL ISD,2019,2509153,326721,202398,0,0,0,0,3038272,3038272,Traditional ISD/CSD,195.283,9,FOARD COUNTY,3,6,86,9,105,0,0,209,B,85,B,86,B,88,C,77,N,N,NA,N,Y,.,.,209,147,70.3,3,1.4,37,17.7,0,0,.,.,.,.,.,.,.,.,.,NA,.,FOARD,'078,NA,NA,41,70,81,95,100,100,72
079901,LAMAR CISD,2019,169426620,105486136,12446538,53503874,1174789,16100,3500000,342054057,345554057,Traditional ISD/CSD,"31,215.250",4,FORT BEND COUNTY,2330,6568,14363,997,9043,87,56,33444,A,90,A,90,A,91,B,89,N,N,N,N,N,24962,74.900000000000006,33347,15074,45.2,4687,14.1,3271,9.8,0,0,0,0,0,0,.,.,.,.,.,NA,.,FORT BEND,'079,0,NA,59,89,69,92,96.9,90,72
079906,NEEDVILLE ISD,2019,11352494,18716949,1294724,3650660,1003440,0,4795607,36018267,40813874,Traditional ISD/CSD,"3,124.996",4,FORT BEND COUNTY,12,114,1538,30,1560,8,0,3262,A,90,A,91,A,90,B,86,N,N,N,N,N,2476,76,3257,1347,41.4,284,8.7,367,11.3,0,0,0,0,0,0,.,.,.,.,.,NA,.,FORT BEND,'079,0,NA,56,87,71,93,99.5,95,68
079907,FORT BEND ISD,2019,411282409,225531597,26554486,102281107,1786951,2265420,183366071,769701970,953068041,Traditional ISD/CSD,"72,478.647",4,FORT BEND COUNTY,20045,20727,20145,2515,12295,280,115,76122,B,89,B,89,B,89,B,89,N,N,N,N,N,59112,78,75797,32738,43.2,12041,15.9,6583,8.7,0,0,0,0,0,0,.,.,.,.,.,NA,.,FORT BEND,'079,0,NA,58,88,69,92,96.3,90,73
079910,STAFFORD MSD,2019,26618425,5068823,1613651,6921605,41603,0,0,40264107,40264107,Traditional ISD/CSD,"3,355.186",4,FORT BEND COUNTY,212,1481,1667,84,130,10,5,3589,B,87,B,81,B,88,B,84,N,N,N,N,N,2697,75.2,3586,2608,72.7,695,19.4,306,8.5,0,0,0,0,0,0,.,.,.,.,.,NA,.,FORT BEND,'079,0,NA,45,76,59,89,93.4,75,68
080901,MOUNT VERNON ISD,2019,10756836,2742313,566846,2605071,51297,0,0,16722363,16722363,Traditional ISD/CSD,"1,523.490",8,FRANKLIN COUNTY,16,86,399,56,1057,6,1,1621,B,86,B,88,A,90,C,77,N,N,N,N,N,1250,77.2,1620,970,59.9,164,10.1,158,9.8,0,0,0,0,0,0,.,.,.,.,.,NA,.,FRANKLIN,'080,0,NA,48,80,65,91,100,100,68
081902,FAIRFIELD ISD,2019,13403862,2612742,2180695,2902172,39057,378613,0,21517141,21517141,Traditional ISD/CSD,"1,703.525",12,FREESTONE COUNTY,23,265,449,69,998,8,2,1814,B,87,B,89,A,91,C,78,N,N,N,N,N,1360,75,1813,975,53.8,104,5.7,123,6.8,0,0,0,0,0,0,.,.,.,.,.,NA,.,FREESTONE,'081,0,NA,50,82,75,94,98.2,95,66
081904,TEAGUE ISD,2019,7757033,3867015,634639,4061854,69756,18966,0,16409263,16409263,Traditional ISD/CSD,"1,098.481",12,FREESTONE COUNTY,2,146,360,34,625,1,0,1168,B,88,B,88,A,90,B,84,N,N,N,N,N,903,77.400000000000006,1166,724,62.1,89,7.6,124,10.6,0,0,0,0,0,0,.,.,.,.,.,NA,.,FREESTONE,'081,0,NA,50,82,62,91,99.2,95,68
081905,WORTHAM ISD,2019,1583727,3219186,149383,452367,59235,3510,0,5467408,5467408,Traditional ISD/CSD,465.049,12,FREESTONE COUNTY,1,59,96,6,330,2,1,495,B,86,B,87,B,89,C,78,N,N,N,N,N,371,74.900000000000006,495,320,64.6,19,3.8,36,7.3,0,0,0,0,0,0,.,.,.,.,.,NA,.,FREESTONE,'081,0,NA,45,76,67,92,100,100,70
081906,DEW ISD,2019,1498472,327775,81869,11219,0,146984,0,2066319,2066319,Traditional ISD/CSD,138.479,12,FREESTONE COUNTY,0,14,15,6,120,0,0,155,D,61,D,62,D,62,F,59,N,N,NA,N,Y,.,.,155,96,61.9,4,2.6,13,8.4,.,0,.,.,.,.,.,.,.,.,.,NA,.,FREESTONE,'081,NA,NA,36,62,.,.,.,.,65
082902,DILLEY ISD,2019,13355985,2995713,593219,5579052,11957,0,0,22535926,22535926,Traditional ISD/CSD,892.871,20,FRIO COUNTY,6,2,893,3,90,1,0,995,C,79,C,76,B,81,C,74,N,N,N,N,N,721,72.8,991,807,81.4,38,3.8,129,13,126,12.7,0,0,0,0,.,.,.,.,.,NA,.,FRIO,'082,0,NA,37,65,52,79,97,90,65
082903,PEARSALL ISD,2019,13392336,7751811,3043471,1723813,24241,1195586,0,27131258,27131258,Traditional ISD/CSD,"1,961.522",20,FRIO COUNTY,7,13,2017,3,103,0,1,2144,C,76,C,72,C,76,C,75,N,N,N,N,N,1581,74.3,2129,1725,81,132,6.2,220,10.3,0,0,0,0,0,0,.,.,.,.,.,NA,.,FRIO,'082,0,NA,34,59,48,76,96.9,90,66
083901,SEAGRAVES ISD,2019,1903243,4469157,1814382,636838,66686,141543,107651,9031849,9139500,Traditional ISD/CSD,527.694,17,GAINES COUNTY,0,43,459,2,73,0,0,577,C,79,C,78,B,82,C,71,N,N,NA,N,Y,.,.,571,444,77.8,132,23.1,43,7.5,0,0,.,.,.,.,.,.,.,.,.,NA,.,GAINES,'083,NA,NA,36,62,61,90,95.3,85,63
083902,LOOP ISD,2019,2141963,134417,540094,362419,1353,58666,0,3238912,3238912,Traditional ISD/CSD,124.243,17,GAINES COUNTY,0,0,54,0,83,0,0,137,B,89,A,90,A,90,B,86,N,N,NA,N,Y,.,.,137,76,55.5,10,7.3,9,6.6,0,0,.,.,.,.,.,.,.,.,.,NA,.,GAINES,'083,NA,NA,53,80,75,94,100,100,80
083903,SEMINOLE ISD,2019,23699875,2362167,11037601,7910806,35599,2835825,0,47881873,47881873,Traditional ISD/CSD,"2,737.702",17,GAINES COUNTY,16,26,1488,21,1393,8,4,2956,B,82,B,84,B,81,C,77,N,N,N,N,N,2203,74.599999999999994,2954,1608,54.4,456,15.4,232,7.9,0,0,0,0,0,0,.,.,.,.,.,NA,.,GAINES,'083,0,NA,46,78,56,85,98.9,95,68
084802,ODYSSEY ACADEMY INC,2019,0,10251187,1192780,0,0,0,0,11443967,11443967,Open Enrollment Charter,"1,017.214",4,GALVESTON COUNTY,24,120,689,38,319,5,2,1197,B,84,B,86,B,89,C,73,N,Y,N,N,N,725,60.6,1197,856,71.5,264,22.1,115,9.6,0,0,0,0,0,0,.,.,.,.,.,NA,.,GALVESTON,'084,0,NA,39,69,78,95,100,100,60
084804,AMBASSADORS PREPARATORY ACADEMY,2019,0,2454606,161631,0,0,0,0,2616237,2616237,Open Enrollment Charter,260.085,4,GALVESTON COUNTY,9,159,110,7,37,1,0,323,D,60,D,64,C,70,F,35,N,Y,NA,N,Y,.,.,309,272,88,0,0,12,3.9,0,0,.,.,.,.,.,.,.,.,.,NA,.,GALVESTON,'084,NA,NA,37,64,.,.,.,.,56
084901,DICKINSON ISD,2019,39570998,54100450,5370463,17572417,363078,32445,27940000,117009851,144949851,Traditional ISD/CSD,"10,353.665",4,GALVESTON COUNTY,229,1810,5692,261,3121,37,12,11162,B,85,B,82,B,88,C,78,N,N,N,N,N,8292,74.5,11129,7194,64.6,1719,15.4,1290,11.6,0,0,0,0,0,0,.,.,.,.,.,NA,.,GALVESTON,'084,0,NA,49,81,57,86,93.1,75,68
084902,GALVESTON ISD,2019,52743643,11811837,6432550,7118874,70378,11247176,0,89424458,89424458,Traditional ISD/CSD,"6,301.074",4,GALVESTON COUNTY,155,1660,3071,144,1941,35,13,7019,B,88,B,85,B,89,B,86,N,N,N,N,N,5099,72.7,7015,5328,76,1282,18.3,613,8.7,0,0,0,0,918,13.1,.,.,.,.,.,NA,.,GALVESTON,'084,0,NA,47,79,62,91,95,85,68
